30 03 2017, 0.00 ,12.49
31 03 2017, 0.00 ,13.60
01 04 2017, 163.62 ,14.98
02 04 2017, 128.24 ,16.90
03 04 2017, 295.09 ,20.24
04 04 2017, 266.07 ,22.42
05 04 2017, 407.16 ,21.38
06 04 2017, 150.79 ,18.17
07 04 2017, 19.00 ,12.66
08 04 2017, 19.87 ,13.22
09 04 2017, 0.00 ,11.97
10 04 2017, 0.00 ,11.64
11 04 2017, 0.00 ,13.44
12 04 2017, 274.76 ,16.38
13 04 2017, 0.00 ,15.79
14 04 2017, 0.07 ,20.63
15 04 2017, 258.42 ,18.75
16 04 2017, 213.80 ,23.61
17 04 2017, 11.56 ,16.48
18 04 2017, 56.99 ,21.38
19 04 2017, 0.00 ,19.93
20 04 2017, 11.52 ,9.13
21 04 2017, 6.63 ,8.24
22 04 2017, 10.09 ,8.49
23 04 2017, 0.00 ,14.65
24 04 2017, 89.36 ,19.67
25 04 2017, 0.00 ,12.38
26 04 2017, 0.69 ,17.27
27 04 2017, 0.00 ,18.19
28 04 2017, 0.00 ,23.77
29 04 2017, 0.00 ,26.00
30 04 2017, 0.00 ,18.36
01 05 2017, 0.00 ,13.44
02 05 2017, 0.00 ,16.90
03 05 2017, 0.00 ,18.45
04 05 2017, 0.00 ,17.34
05 05 2017, 129.00 ,25.17
06 05 2017, 0.00 ,16.49
07 05 2017, 32.29 ,22.37
08 05 2017, 18.95 ,22.48
09 05 2017, 249.57 ,23.86
10 05 2017, 4.98 ,20.53
11 05 2017, 0.00 ,26.56
12 05 2017, 12.56 ,26.58
13 05 2017, 0.00 ,16.37
14 05 2017, 0.00 ,19.43
15 05 2017, 24.54 ,21.86
16 05 2017, 340.50 ,27.73
17 05 2017, 147.38 ,21.65
18 05 2017, 0.00 ,15.63
19 05 2017, 0.00 ,19.18
20 05 2017, 8.05 ,22.75
21 05 2017, 43.56 ,25.15
22 05 2017, 7.34 ,23.83
23 05 2017, 0.00 ,23.08
24 05 2017, 68.25 ,23.90
25 05 2017, 284.73 ,32.20
26 05 2017, 32.32 ,22.79
27 05 2017, 23.10 ,20.85
28 05 2017, 0.00 ,17.19
29 05 2017, 0.00 ,17.00
30 05 2017, 0.00 ,20.44
31 05 2017, 0.00 ,23.42
01 06 2017, 0.00 ,19.35
02 06 2017, 0.00 ,26.10
03 06 2017, 650.36 ,32.67
04 06 2017, 0.00 ,27.85
05 06 2017, 168.10 ,30.53
06 06 2017, 0.00 ,28.35
07 06 2017, 3.01 ,30.61
08 06 2017, 0.84 ,22.50
09 06 2017, 33.60 ,19.37
10 06 2017, 0.00 ,21.53
11 06 2017, 1026.15 ,25.03
12 06 2017, 66.24 ,24.80
13 06 2017, 0.00 ,21.33
14 06 2017, 0.00 ,19.24
15 06 2017, 0.00 ,36.08
16 06 2017, 0.00 ,31.10
17 06 2017, 214.58 ,31.08
18 06 2017, 9.72 ,16.80
19 06 2017, 5.17 ,22.80
20 06 2017, 5.99 ,26.04
21 06 2017, 0.00 ,19.45
22 06 2017, 0.00 ,24.84
23 06 2017, 0.00 ,26.65
24 06 2017, 0.26 ,32.33
25 06 2017, 0.00 ,32.05
26 06 2017, 1823.11 ,38.64
27 06 2017, 381.67 ,36.29
28 06 2017, 984.63 ,38.61
29 06 2017, 856.67 ,30.00
30 06 2017, 795.89 ,34.03
01 07 2017, 0.00 ,30.74
02 07 2017, 0.00 ,38.98
03 07 2017, 0.00 ,25.41
04 07 2017, 4.53 ,17.76
05 07 2017, 0.00 ,21.03
06 07 2017, 0.00 ,19.78
07 07 2017, 0.00 ,21.34
08 07 2017, 0.00 ,19.72
09 07 2017, 0.00 ,22.41
10 07 2017, 321.47 ,32.81
11 07 2017, 0.00 ,17.86
12 07 2017, 0.00 ,20.13
13 07 2017, 0.00 ,22.42
14 07 2017, 60.03 ,29.43
15 07 2017, 812.80 ,29.38
16 07 2017, 686.74 ,31.87
17 07 2017, 17.29 ,29.86
18 07 2017, 0.00 ,26.76
19 07 2017, 20.51 ,26.52
20 07 2017, 297.56 ,23.97
21 07 2017, 0.00 ,26.76
22 07 2017, 246.89 ,29.02
23 07 2017, 273.42 ,25.70
24 07 2017, 16.97 ,28.81
25 07 2017, 376.02 ,33.28
26 07 2017, 453.02 ,36.18
27 07 2017, 1493.50 ,28.39
28 07 2017, 0.10 ,29.22
29 07 2017, 0.00 ,29.23
30 07 2017, 0.00 ,27.38
31 07 2017, 0.00 ,28.11
01 08 2017, 1162.41 ,35.89
02 08 2017, 0.00 ,26.77
03 08 2017, 328.70 ,33.25
04 08 2017, 0.00 ,30.13
05 08 2017, 0.00 ,28.86
06 08 2017, 0.00 ,26.49
07 08 2017, 2837.99 ,34.45
08 08 2017, 741.64 ,27.97
09 08 2017, 72.57 ,23.43
10 08 2017, 86.04 ,26.00
11 08 2017, 1493.64 ,34.27
12 08 2017, 0.24 ,20.77
13 08 2017, 70.11 ,27.15
14 08 2017, 0.00 ,27.10
15 08 2017, 86.53 ,25.11
16 08 2017, 621.64 ,25.18
17 08 2017, 2170.78 ,35.65
18 08 2017, 798.30 ,27.21
19 08 2017, 0.00 ,22.43
20 08 2017, 531.36 ,37.16
21 08 2017, 152.11 ,30.94
22 08 2017, 0.00 ,16.59
23 08 2017, 29.61 ,21.12
24 08 2017, 15.35 ,21.68
25 08 2017, 0.00 ,18.42
26 08 2017, 241.38 ,19.84
27 08 2017, 32.11 ,19.86
28 08 2017, 305.35 ,26.06
29 08 2017, 2428.74 ,36.17
30 08 2017, 0.00 ,18.79
31 08 2017, 91.74 ,21.87
01 09 2017, 12.64 ,28.20
02 09 2017, 2272.57 ,38.35
03 09 2017, 206.44 ,25.04
04 09 2017, 2.97 ,21.53
05 09 2017, 636.27 ,23.65
06 09 2017, 2.45 ,22.15
07 09 2017, 1497.75 ,36.83
08 09 2017, 1093.75 ,40.21
09 09 2017, 55.73 ,34.28
10 09 2017, 0.00 ,18.61
11 09 2017, 816.21 ,42.73
12 09 2017, 0.00 ,21.86
13 09 2017, 0.00 ,25.26
14 09 2017, 0.00 ,21.73
15 09 2017, 0.00 ,29.69
16 09 2017, 551.01 ,30.40
17 09 2017, 3078.00 ,31.55
18 09 2017, 0.00 ,14.36
19 09 2017, 0.00 ,19.09
20 09 2017, 101.69 ,21.75
21 09 2017, 78.43 ,18.75
22 09 2017, 44.73 ,15.24
23 09 2017, 0.00 ,19.96
24 09 2017, 86.34 ,27.70
25 09 2017, 623.91 ,28.48
26 09 2017, 130.37 ,25.51
27 09 2017, 702.27 ,30.41
28 09 2017, 850.32 ,28.70
29 09 2017, 209.36 ,29.87
30 09 2017, 47.17 ,26.75
01 10 2017, 86.44 ,22.89
02 10 2017, 101.70 ,24.57
04 10 2017, 99.70 ,27.40
05 10 2017, 7.34 ,23.94
06 10 2017, 13.26 ,24.36
07 10 2017, 21.64 ,15.44
08 10 2017, 0.00 ,15.13
09 10 2017, 0.00 ,16.49
10 10 2017, 52.81 ,21.30
11 10 2017, 222.83 ,26.48
12 10 2017, 0.00 ,16.37
13 10 2017, 37.52 ,18.98
14 10 2017, 6.11 ,20.39
15 10 2017, 0.88 ,18.42
16 10 2017, 0.00 ,19.01
17 10 2017, 0.00 ,22.97
18 10 2017, 0.00 ,21.60
19 10 2017, 56.26 ,21.83
20 10 2017, 825.95 ,26.43
21 10 2017, 5.71 ,18.19
22 10 2017, 0.00 ,26.26
23 10 2017, 349.80 ,19.74
24 10 2017, 62.26 ,22.22
25 10 2017, 0.00 ,17.93
26 10 2017, 1.44 ,19.79
27 10 2017, 0.00 ,18.41
28 10 2017, 1.28 ,12.53
29 10 2017, 0.00 ,15.71
30 10 2017, 0.00 ,13.70
31 10 2017, 0.00 ,11.36
01 11 2017, 0.00 ,12.90
02 11 2017, 0.58 ,16.20
03 11 2017, 0.00 ,15.53
04 11 2017, 3.02 ,12.68
05 11 2017, 0.00 ,9.73
06 11 2017, 199.55 ,28.72
07 11 2017, 586.97 ,22.95
08 11 2017, 117.77 ,18.78
09 11 2017, 9.34 ,17.11
10 11 2017, 54.77 ,24.04
11 11 2017, 106.04 ,29.18
12 11 2017, 27.34 ,23.35
13 11 2017, 743.02 ,22.84
14 11 2017, 44.69 ,28.47
15 11 2017, 616.65 ,17.74
16 11 2017, 329.75 ,20.66
17 11 2017, 42.38 ,23.41
18 11 2017, 46.76 ,24.00
19 11 2017, 68.37 ,16.59
20 11 2017, 12.94 ,9.13
21 11 2017, 0.00 ,13.53
22 11 2017, 0.00 ,16.23
23 11 2017, 25.16 ,16.80
24 11 2017, 45.43 ,14.51
25 11 2017, 4.39 ,16.90
26 11 2017, 31.92 ,22.44
27 11 2017, 12.86 ,15.10
28 11 2017, 0.00 ,7.09
29 11 2017, 0.00 ,14.38
30 11 2017, 193.53 ,28.08
01 12 2017, 36.05 ,23.75
02 12 2017, 164.52 ,20.96
03 12 2017, 134.74 ,14.34
04 12 2017, 83.68 ,14.58
05 12 2017, 75.83 ,12.33
06 12 2017, 0.00 ,14.18
07 12 2017, 0.00 ,11.21
08 12 2017, 0.00 ,11.01
09 12 2017, 1.52 ,18.55
10 12 2017, 4.69 ,7.76
11 12 2017, 0.78 ,14.36
12 12 2017, 17.88 ,19.38
13 12 2017, 72.10 ,21.03
14 12 2017, 0.00 ,18.69
15 12 2017, 27.22 ,24.52
16 12 2017, 0.00 ,19.29
17 12 2017, 12.76 ,12.21
18 12 2017, 49.72 ,10.64
19 12 2017, 51.63 ,8.57
20 12 2017, 0.00 ,8.29
21 12 2017, 0.12 ,6.65
22 12 2017, 0.00 ,7.06
23 12 2017, 0.00 ,11.46
24 12 2017, 0.00 ,17.90
25 12 2017, 0.00 ,12.47
26 12 2017, 344.66 ,18.23
27 12 2017, 0.00 ,13.13
28 12 2017, 0.00 ,10.23
29 12 2017, 7.09 ,12.57
30 12 2017, 0.00 ,12.27
31 12 2017, 0.00 ,15.58
